BodyLength,CleanBodyLength,TitleLength,BodyWords,CleanBodyWords,TitleWords,ContainsCode,LinkCount,LinkLiveCount,ParagraphsCount,TagsCount,Y
584,553,43,74,74,8,True,1,0,2,2,HQ
2213,2135,30,371,371,4,False,0,0,6,2,HQ
1031,905,31,129,129,4,False,0,0,4,1,LQ_CLOSE
4105,3372,58,618,618,10,True,0,0,4,5,LQ_CLOSE
1201,1105,70,189,189,11,True,0,0,5,5,HQ
985,687,55,115,115,10,True,2,0,7,4,HQ
464,464,63,94,94,10,False,0,0,0,1,LQ_EDIT
438,257,28,43,43,3,True,0,0,5,1,HQ
813,387,94,116,116,22,True,0,0,3,1,HQ
128,128,50,26,26,7,False,0,0,0,3,LQ_EDIT
131,131,50,29,29,8,False,0,0,0,3,LQ_EDIT
241,234,58,37,37,10,False,0,0,1,2,HQ
2229,214,59,495,495,11,True,0,0,1,1,LQ_CLOSE
1369,1284,59,143,143,9,True,0,0,3,4,HQ
1462,1419,38,695,695,8,False,1,0,0,4,LQ_EDIT
1977,984,33,320,320,5,True,0,0,4,3,HQ
2755,1064,108,584,584,18,True,2,0,7,2,HQ
398,137,19,66,66,3,True,0,0,1,1,LQ_CLOSE
768,743,68,97,97,12,False,1,0,3,2,HQ
422,296,90,68,68,18,False,0,0,0,1,LQ_EDIT
605,247,28,61,61,6,True,0,0,5,3,LQ_CLOSE
307,274,39,47,47,5,True,0,0,1,1,HQ
1280,464,56,166,166,8,True,1,0,5,3,HQ
535,361,31,88,88,6,True,0,0,3,2,HQ
1784,1784,36,475,475,8,False,0,0,0,4,LQ_EDIT
425,217,55,58,58,8,True,0,0,2,2,HQ
330,237,59,31,31,10,True,0,0,2,4,HQ
1106,809,65,182,182,12,True,0,0,3,5,HQ
692,357,22,91,91,4,True,0,0,2,2,HQ
383,346,44,45,45,7,True,1,0,1,3,HQ
284,270,73,56,56,18,False,0,0,2,3,LQ_CLOSE
592,404,41,90,90,6,True,0,0,2,2,HQ
243,224,56,19,19,9,False,1,0,1,2,HQ
191,184,47,41,41,10,False,0,0,1,2,LQ_CLOSE
208,190,80,21,21,14,False,1,0,2,1,LQ_CLOSE
2305,453,44,479,479,8,True,1,0,8,3,HQ
1254,193,60,338,338,13,True,0,0,4,3,LQ_CLOSE
592,469,62,90,90,10,True,0,0,5,4,HQ
281,281,54,51,51,12,False,0,0,0,2,LQ_EDIT
185,185,28,37,37,4,False,0,0,0,1,LQ_EDIT
750,657,78,103,103,15,True,0,0,6,5,HQ
226,208,53,31,31,9,False,1,0,2,4,LQ_CLOSE
185,171,80,31,31,15,False,0,0,2,1,HQ
3153,472,40,499,499,7,True,0,0,6,4,HQ
790,162,64,124,124,7,True,0,0,2,2,HQ
621,621,150,95,95,28,False,0,0,0,1,LQ_EDIT
532,488,48,83,83,9,False,0,0,4,3,LQ_CLOSE
323,302,48,44,44,6,False,0,0,3,1,LQ_CLOSE
1555,1555,104,525,525,24,False,0,0,0,2,LQ_EDIT
583,562,85,101,101,12,False,0,0,3,5,HQ
386,217,62,60,60,9,True,0,0,3,3,HQ
1713,1167,34,236,236,5,True,2,0,8,3,HQ
110,110,52,21,21,10,False,0,0,0,2,LQ_EDIT
402,224,43,45,45,7,True,0,0,2,3,HQ
225,225,69,24,24,12,False,0,0,0,5,LQ_EDIT
1283,664,57,121,121,8,True,3,0,5,4,HQ
655,374,28,88,88,5,True,0,0,5,2,HQ
388,321,48,55,55,7,False,0,0,3,1,HQ
453,439,48,74,74,10,False,0,0,2,3,HQ
214,141,59,22,22,14,True,0,0,3,1,LQ_CLOSE
150,150,40,20,20,7,False,0,0,0,1,LQ_EDIT
1977,1866,88,160,160,11,False,6,0,5,3,HQ
749,545,36,112,112,5,True,0,0,5,3,HQ
1260,1260,55,449,449,12,False,0,0,0,2,LQ_EDIT
2032,1954,30,480,480,5,False,4,0,0,4,LQ_EDIT
444,181,83,64,64,13,True,0,0,2,4,HQ
1538,554,68,263,263,13,True,0,0,3,2,LQ_CLOSE
1513,451,48,279,279,8,True,0,0,3,4,HQ
265,258,56,49,49,11,False,0,0,1,2,HQ
3077,2737,77,232,232,16,False,0,0,23,5,HQ
1928,626,49,230,230,5,True,1,0,6,4,HQ
533,315,70,89,89,14,True,0,0,2,2,LQ_CLOSE
2539,1150,47,378,378,6,True,1,0,9,4,HQ
818,752,68,131,131,12,False,0,0,3,3,HQ
375,368,51,65,65,8,False,0,0,1,2,HQ
991,251,77,187,187,14,True,0,0,1,3,LQ_CLOSE
805,756,45,96,96,10,True,2,0,4,4,HQ
1359,1353,55,376,376,10,False,0,0,0,2,LQ_EDIT
110,103,59,18,18,11,False,0,0,1,1,LQ_CLOSE
258,251,38,46,46,6,False,0,0,1,4,LQ_CLOSE
170,170,75,18,18,13,False,0,0,0,1,LQ_EDIT
186,179,84,36,36,16,False,0,0,1,1,LQ_CLOSE
237,230,36,36,36,6,False,0,0,1,3,HQ
4887,4641,53,1130,1130,9,False,0,0,0,4,LQ_EDIT
1045,1045,57,279,279,8,False,0,0,0,2,LQ_EDIT
1633,1633,43,307,307,7,False,0,0,0,5,LQ_EDIT
319,167,46,33,33,6,True,0,0,3,2,HQ
630,515,49,72,72,11,True,0,0,2,2,HQ
709,465,122,76,76,13,True,0,0,5,5,HQ
260,239,52,31,31,8,False,0,0,3,2,HQ
298,298,59,58,58,11,False,0,0,0,2,LQ_EDIT
746,584,51,135,135,7,True,0,0,3,2,HQ
1661,692,80,241,241,14,True,0,0,5,3,HQ
607,245,43,50,50,7,True,0,0,6,2,HQ
460,228,44,56,56,7,True,0,0,3,3,HQ
237,237,116,41,41,20,False,0,0,0,3,LQ_EDIT
626,598,55,96,96,8,False,0,0,4,1,HQ
319,134,34,43,43,6,True,0,0,1,1,LQ_CLOSE
1006,199,46,131,131,6,True,0,0,5,3,HQ
722,635,62,104,104,8,False,0,0,6,3,HQ
816,334,44,123,123,6,True,0,0,3,4,HQ
1901,1663,36,621,621,7,False,1,0,0,4,LQ_EDIT
220,206,39,40,40,9,False,0,0,2,3,HQ
3458,3458,49,483,483,6,False,0,0,0,4,LQ_EDIT
541,125,49,184,184,10,True,0,0,1,1,HQ
661,337,55,84,84,14,True,0,0,5,2,HQ
637,590,46,92,92,10,True,0,0,3,2,HQ
462,221,62,43,43,11,True,0,0,6,3,HQ
1084,691,88,127,127,12,True,0,0,9,1,HQ
850,597,69,107,107,15,True,1,2,4,2,LQ_CLOSE
1608,1236,123,249,249,19,True,0,0,10,3,LQ_CLOSE
259,210,62,39,39,12,True,0,0,1,1,LQ_CLOSE
1965,494,69,253,253,12,True,0,0,3,5,HQ
312,290,38,33,33,5,False,1,0,2,2,LQ_CLOSE
1662,586,35,168,168,6,True,0,0,10,4,HQ
2677,2677,63,1141,1141,12,False,0,0,0,4,LQ_EDIT
636,636,62,252,252,11,False,0,0,0,4,LQ_EDIT
2078,397,67,419,419,9,True,1,0,3,4,LQ_CLOSE
140,140,61,18,18,12,False,0,0,0,3,LQ_EDIT
136,105,32,17,17,5,False,0,0,2,3,HQ
3546,3546,94,1252,1252,16,False,0,0,0,4,LQ_EDIT
1130,1130,24,189,189,4,False,0,0,0,3,LQ_EDIT
340,312,27,47,47,5,False,0,0,4,2,LQ_CLOSE
217,203,38,34,34,6,False,0,0,2,1,HQ
826,180,75,137,137,10,True,0,0,3,4,HQ
1322,1322,29,449,449,4,False,0,0,0,2,LQ_EDIT
867,186,25,214,214,4,True,0,0,2,2,HQ
325,325,29,70,70,5,False,0,0,0,3,LQ_EDIT
377,377,34,63,63,4,False,0,0,0,2,LQ_EDIT
419,263,40,55,55,5,True,0,0,3,1,HQ
492,492,30,92,92,5,False,0,0,0,2,LQ_EDIT
356,281,42,46,46,5,True,0,0,3,2,HQ
346,154,44,107,107,11,True,0,0,3,2,LQ_CLOSE
7681,407,80,688,688,12,True,1,0,2,4,HQ
120,113,61,22,22,12,False,0,0,1,3,LQ_CLOSE
580,580,67,102,102,14,False,0,0,0,3,LQ_EDIT
1232,1085,113,164,164,17,False,0,0,5,3,HQ
483,483,107,90,90,20,False,0,0,0,2,LQ_EDIT
234,227,44,29,29,5,False,0,0,1,2,HQ
206,206,48,38,38,8,False,0,0,0,3,LQ_EDIT
377,377,32,109,109,8,False,0,0,0,3,LQ_EDIT
9241,8931,37,1374,1374,7,True,0,0,15,4,HQ
383,219,83,37,37,13,True,0,0,3,4,HQ
125,111,58,13,13,10,False,0,0,2,1,LQ_CLOSE
372,361,47,58,58,8,False,1,0,1,3,LQ_CLOSE
428,400,52,69,69,9,False,0,0,4,1,HQ
509,252,25,56,56,3,True,0,0,4,3,HQ
124,117,103,23,23,20,False,0,0,1,4,LQ_CLOSE
316,295,63,54,54,12,False,0,0,3,3,HQ
529,389,50,73,73,8,True,0,0,4,1,HQ
687,687,61,126,126,11,False,0,0,0,3,LQ_EDIT
346,346,34,67,67,7,False,0,0,0,3,LQ_EDIT
967,355,33,126,126,6,True,0,0,3,2,HQ
660,660,49,76,76,6,False,0,0,0,2,LQ_EDIT
2175,265,36,200,200,7,True,0,0,6,3,HQ
804,778,87,76,76,12,False,3,0,2,1,HQ
187,180,52,34,34,9,False,0,0,1,3,LQ_CLOSE
1687,341,26,361,361,5,True,0,0,1,2,LQ_CLOSE
851,613,82,92,92,9,True,1,0,5,3,HQ
108,101,55,19,19,10,False,0,0,1,2,LQ_CLOSE
470,380,84,61,61,17,True,0,0,4,4,LQ_CLOSE
674,549,70,87,87,7,True,0,0,3,3,HQ
3107,943,51,344,344,8,True,0,0,7,3,HQ
722,722,31,247,247,6,False,0,0,0,3,LQ_EDIT
4090,786,58,693,693,13,True,0,0,10,4,HQ
758,433,67,85,85,8,True,0,0,5,3,HQ
612,298,113,110,110,19,True,0,0,2,2,LQ_CLOSE
732,430,49,114,114,9,True,0,0,4,3,HQ
642,476,68,61,61,13,True,0,0,5,5,HQ
780,253,35,192,192,6,True,1,0,2,3,LQ_CLOSE
1287,387,37,223,223,4,True,0,0,5,3,HQ
411,371,57,65,65,9,True,0,0,2,4,HQ
263,236,24,42,42,4,True,0,0,2,2,HQ
232,149,39,33,33,7,True,0,0,1,1,LQ_CLOSE
890,890,39,194,194,8,False,0,0,0,3,LQ_EDIT
306,292,47,45,45,7,False,0,0,2,2,HQ
1430,741,58,220,220,8,True,0,0,3,3,HQ
386,268,39,60,60,5,True,0,0,3,1,LQ_CLOSE
581,546,89,47,47,8,True,2,0,2,3,HQ
12749,354,45,1723,1723,7,True,0,0,3,3,HQ
150,143,36,27,27,6,False,0,0,1,1,LQ_CLOSE
1671,1499,137,224,224,26,True,4,0,7,4,HQ
492,440,30,146,146,3,False,0,0,0,4,LQ_EDIT
619,567,43,77,77,6,False,1,0,3,5,HQ
1103,1103,28,250,250,4,False,0,0,0,2,LQ_EDIT
3232,592,36,766,766,5,True,0,0,6,4,HQ
497,483,43,83,83,7,False,0,0,2,3,HQ
185,178,32,29,29,6,False,0,0,1,2,HQ
1074,962,47,131,131,7,False,0,0,16,4,LQ_CLOSE
2057,333,53,380,380,8,True,0,0,4,2,HQ
707,675,42,88,88,7,False,1,0,4,3,HQ
129,129,142,11,11,18,False,0,0,0,1,LQ_EDIT
882,170,41,197,197,7,True,0,0,3,4,LQ_CLOSE
1161,472,70,180,180,10,True,0,0,6,2,HQ
1944,350,79,422,422,13,True,0,0,4,2,HQ
229,124,48,26,26,9,True,0,0,1,4,LQ_CLOSE
212,159,32,28,28,3,True,0,0,2,2,HQ
308,234,66,40,40,12,True,0,0,3,3,HQ
222,215,38,40,40,6,False,0,0,1,2,HQ
602,549,62,83,83,9,False,0,0,4,3,HQ
1430,1430,51,411,411,9,False,0,0,0,2,LQ_EDIT
438,381,37,69,69,5,False,0,0,3,1,LQ_CLOSE
979,705,46,123,123,6,True,1,0,3,5,HQ
2092,564,48,343,343,8,True,0,0,3,3,HQ
347,326,73,61,61,13,False,0,0,3,3,HQ
539,516,53,91,91,7,False,0,0,2,3,HQ
554,501,34,96,96,8,True,0,0,2,3,HQ
564,245,41,46,46,8,True,0,0,4,3,HQ
828,788,30,82,82,7,False,3,0,4,2,HQ
974,572,42,174,174,6,True,0,0,4,3,HQ
876,801,71,145,145,12,False,0,0,7,5,LQ_CLOSE
529,529,48,191,191,8,False,0,0,0,3,LQ_EDIT
440,422,25,48,48,4,False,1,0,2,3,HQ
1372,545,44,169,169,9,True,0,0,10,5,LQ_CLOSE
966,228,38,78,78,5,True,0,0,2,1,HQ
1010,1010,31,218,218,4,False,0,0,0,3,LQ_EDIT
2555,1122,82,486,486,12,True,2,0,8,1,HQ
431,387,86,47,47,16,True,2,0,2,2,HQ
1657,930,55,215,215,10,True,2,0,6,2,HQ
366,333,87,63,63,19,True,0,0,1,1,HQ
287,280,34,51,51,5,False,0,0,1,3,HQ
2210,2210,62,315,315,12,False,0,0,0,2,LQ_EDIT
2113,749,40,424,424,6,True,1,0,8,5,HQ
240,233,30,46,46,6,False,0,0,1,2,LQ_CLOSE
400,386,77,76,76,14,False,0,0,2,3,HQ
313,280,61,54,54,10,True,0,0,1,2,HQ
300,271,63,50,50,14,False,0,0,1,2,LQ_EDIT
694,394,19,75,75,4,True,0,0,5,3,HQ
557,557,59,153,153,10,False,0,0,0,1,LQ_EDIT
485,292,58,71,71,9,True,0,0,3,2,HQ
269,159,49,32,32,9,True,0,0,2,3,HQ
205,198,69,37,37,15,False,0,0,1,2,LQ_CLOSE
551,551,38,99,99,6,False,0,0,0,3,LQ_EDIT
640,640,55,139,139,10,False,0,0,0,1,LQ_EDIT
1125,264,54,162,162,8,True,0,0,5,3,HQ
297,297,34,48,48,6,False,0,0,0,3,LQ_EDIT
215,197,21,18,18,4,False,1,0,2,2,HQ
338,272,44,37,37,9,True,0,0,2,2,LQ_CLOSE
159,159,123,13,13,21,False,0,0,0,3,LQ_EDIT
5587,394,46,1005,1005,8,True,0,0,5,2,HQ
1239,813,58,158,158,10,True,0,0,5,2,HQ
420,99,47,49,49,8,True,0,0,3,3,LQ_CLOSE
710,710,60,186,186,13,False,0,0,0,2,LQ_EDIT
1963,1767,33,267,267,5,True,0,0,6,4,HQ
82,68,124,12,12,24,False,0,0,2,2,LQ_CLOSE
184,184,87,38,38,17,False,0,0,0,3,LQ_EDIT
529,529,24,98,98,2,False,0,0,0,3,LQ_EDIT
570,570,23,96,96,4,False,0,0,0,4,LQ_EDIT
875,875,87,210,210,13,False,0,0,0,2,LQ_EDIT
468,468,50,173,173,10,False,0,0,0,3,LQ_EDIT
737,122,59,107,107,10,True,0,0,2,2,LQ_CLOSE
448,448,55,70,70,8,False,0,0,0,2,LQ_EDIT
423,416,42,81,81,7,False,0,0,1,5,LQ_CLOSE
477,470,37,94,94,8,False,0,0,1,1,LQ_CLOSE
332,249,57,38,38,9,True,0,0,3,3,LQ_CLOSE
163,156,72,31,31,13,False,0,0,1,1,LQ_CLOSE
1251,448,94,566,566,14,True,0,0,7,3,LQ_CLOSE
442,352,38,55,55,7,False,0,0,8,3,LQ_CLOSE
1096,286,52,309,309,10,True,0,0,4,3,LQ_CLOSE
1421,1421,47,418,418,9,False,0,0,0,3,LQ_EDIT
610,230,74,80,80,12,True,0,0,3,3,LQ_CLOSE
309,168,23,35,35,4,True,0,0,2,1,LQ_CLOSE
156,149,42,30,30,9,False,0,0,1,4,LQ_CLOSE
441,413,49,81,81,9,False,0,0,4,1,LQ_CLOSE
289,282,57,51,51,10,False,0,0,1,3,LQ_CLOSE
402,381,47,70,70,7,False,0,0,3,3,LQ_CLOSE
1222,1222,56,495,495,8,False,0,0,0,1,LQ_EDIT
285,90,86,39,39,16,True,0,0,3,2,LQ_CLOSE
1810,257,46,551,551,9,True,0,0,1,1,LQ_CLOSE
345,345,34,54,54,5,False,0,0,0,3,LQ_EDIT
340,220,34,53,53,9,True,0,0,5,1,LQ_CLOSE
1595,1047,59,555,555,10,False,0,0,0,3,LQ_EDIT
1445,1445,109,256,256,17,False,0,0,0,5,LQ_EDIT
433,433,50,71,71,8,False,0,0,0,2,LQ_EDIT
138,138,90,25,25,15,False,0,0,0,2,LQ_EDIT
366,228,54,52,52,9,True,0,0,1,3,LQ_CLOSE
483,118,18,45,45,4,True,0,0,2,2,LQ_CLOSE
203,182,59,36,36,11,False,0,0,3,1,LQ_CLOSE
1088,1088,16,272,272,4,False,0,0,0,2,LQ_EDIT
194,194,59,63,63,11,False,0,0,0,2,LQ_EDIT
6386,6386,73,2519,2519,14,False,0,0,0,2,LQ_EDIT
114,107,52,18,18,10,False,0,0,1,3,LQ_CLOSE
152,100,48,19,19,9,True,0,0,2,2,LQ_CLOSE
848,796,147,150,150,27,False,0,0,5,1,LQ_CLOSE
323,293,45,49,49,7,False,0,0,3,5,LQ_CLOSE
200,200,28,23,23,5,False,0,0,0,1,LQ_EDIT
256,118,31,29,29,5,True,0,0,1,3,LQ_CLOSE
560,560,139,75,75,27,False,0,0,0,3,LQ_EDIT
103,96,74,19,19,14,False,0,0,1,1,LQ_CLOSE
525,525,59,89,89,12,False,0,0,0,2,LQ_EDIT
365,232,72,54,54,10,True,0,0,1,4,LQ_CLOSE
249,249,34,29,29,7,False,0,0,0,3,LQ_EDIT
413,413,113,143,143,22,False,0,0,0,1,LQ_EDIT
215,140,47,30,30,9,True,0,0,2,1,LQ_CLOSE
1384,556,50,269,269,9,True,0,0,4,5,LQ_CLOSE
479,404,65,67,67,10,True,0,0,4,5,LQ_CLOSE
201,201,85,37,37,16,False,0,0,0,2,LQ_EDIT
188,163,41,23,23,7,False,0,0,0,2,LQ_EDIT
160,153,43,27,27,6,False,0,0,1,3,LQ_CLOSE
225,225,30,61,61,6,False,0,0,0,3,LQ_EDIT
176,176,52,29,29,11,False,0,0,0,1,LQ_EDIT
801,755,29,114,114,4,False,1,0,6,4,LQ_CLOSE
231,231,32,59,59,5,False,0,0,0,2,LQ_EDIT
1795,1795,93,306,306,18,False,0,0,0,1,LQ_EDIT
1267,322,37,155,155,6,True,0,0,4,3,LQ_CLOSE
410,410,38,67,67,6,False,0,0,0,2,LQ_EDIT
120,120,55,23,23,12,False,0,0,0,2,LQ_EDIT
608,608,44,107,107,8,False,0,0,0,4,LQ_EDIT
1101,582,61,196,196,12,True,0,0,7,2,LQ_CLOSE
1549,186,51,342,342,11,True,0,0,2,2,LQ_CLOSE
578,224,40,90,90,6,True,0,0,2,1,LQ_CLOSE
840,840,41,170,170,7,False,0,0,0,3,LQ_EDIT
663,663,40,253,253,7,False,0,0,0,2,LQ_EDIT
288,281,22,62,62,3,False,0,0,1,4,LQ_CLOSE
15714,15082,73,5736,5736,13,False,5,0,3,4,LQ_EDIT
761,761,56,88,88,7,False,0,0,0,1,LQ_EDIT
596,596,39,78,78,8,False,0,0,0,3,LQ_EDIT
480,480,48,209,209,10,False,0,0,0,4,LQ_EDIT
451,451,90,66,66,15,False,0,0,0,3,LQ_EDIT
876,876,57,239,239,11,False,0,0,0,3,LQ_EDIT
691,691,37,95,95,6,False,0,0,0,1,LQ_EDIT
423,423,37,84,84,8,False,0,0,0,3,LQ_EDIT
178,178,46,35,35,9,False,0,0,0,3,LQ_EDIT
2371,313,33,526,526,6,True,0,0,3,1,LQ_CLOSE
1240,1240,51,282,282,9,False,0,0,0,4,LQ_EDIT
11090,318,76,1433,1433,5,True,0,0,7,1,LQ_CLOSE
218,218,36,58,58,6,False,0,0,0,3,LQ_EDIT
185,49,59,30,30,12,True,0,0,1,1,LQ_CLOSE
497,469,32,83,83,4,False,0,0,4,3,LQ_CLOSE
309,295,67,53,53,12,False,0,0,2,1,LQ_CLOSE
2764,2681,46,258,258,7,True,0,0,2,3,LQ_CLOSE
1624,167,85,172,172,11,True,0,0,2,1,LQ_CLOSE
212,212,78,80,80,12,False,0,0,0,2,LQ_EDIT
230,180,19,37,37,4,True,0,0,1,3,LQ_CLOSE
334,334,50,101,101,9,False,0,0,0,3,LQ_EDIT
170,170,86,57,57,17,False,0,0,0,1,LQ_EDIT
590,590,32,82,82,7,False,0,0,0,1,LQ_EDIT
228,228,50,31,31,9,False,0,0,0,4,LQ_EDIT
300,293,76,53,53,13,False,0,0,1,3,LQ_CLOSE
1302,305,81,153,153,11,True,0,0,3,2,LQ_CLOSE
2599,293,40,709,709,6,True,0,0,6,3,LQ_CLOSE
1207,1207,39,135,135,8,False,0,0,0,2,LQ_EDIT
513,207,75,124,124,11,True,0,0,2,2,LQ_CLOSE
661,583,35,89,89,7,True,1,0,5,1,LQ_CLOSE
1440,1440,33,432,432,5,False,0,0,0,3,LQ_EDIT
538,538,43,128,128,8,False,0,0,0,1,LQ_EDIT
118,118,61,17,17,7,False,0,0,0,2,LQ_EDIT
666,627,36,98,98,6,False,1,0,5,3,LQ_CLOSE
4762,488,41,759,759,7,True,0,0,1,3,LQ_CLOSE
5836,342,31,1258,1258,4,True,0,0,2,3,LQ_CLOSE
167,167,30,24,24,5,False,0,0,0,1,LQ_EDIT
294,249,22,38,38,4,False,0,0,0,2,LQ_CLOSE
353,329,36,47,47,6,False,0,0,0,2,LQ_EDIT
631,244,35,186,186,5,True,0,0,5,3,LQ_CLOSE
1680,1634,114,255,255,20,False,1,0,6,4,LQ_CLOSE
508,508,53,54,54,9,False,0,0,0,2,LQ_EDIT
546,303,65,65,65,12,True,0,0,4,3,HQ
2530,2530,32,421,421,5,False,0,0,0,3,LQ_EDIT
416,210,49,45,45,10,True,0,0,5,1,LQ_CLOSE
1223,1114,75,131,131,10,False,3,0,9,2,HQ
197,190,45,36,36,6,False,0,0,1,2,LQ_CLOSE
1050,317,59,187,187,11,True,0,0,6,2,LQ_CLOSE
630,399,43,143,143,7,True,0,0,5,2,LQ_CLOSE
790,509,81,70,70,13,True,1,0,4,1,HQ
1104,344,30,156,156,5,True,0,0,4,3,HQ
230,223,96,48,48,23,False,0,0,1,1,LQ_CLOSE
805,791,31,146,146,5,False,0,0,2,5,LQ_CLOSE
3754,3754,59,1010,1010,12,False,0,0,0,3,LQ_EDIT
469,239,28,116,116,6,True,0,0,2,2,LQ_CLOSE
194,61,69,30,30,13,True,0,0,1,5,LQ_CLOSE
322,322,39,57,57,5,False,0,0,0,2,LQ_EDIT
636,611,44,99,99,10,False,0,0,0,2,LQ_EDIT
283,269,61,50,50,10,False,0,0,2,3,LQ_CLOSE
311,311,26,63,63,4,False,0,0,0,4,LQ_EDIT
370,352,23,61,61,5,False,1,0,2,2,LQ_CLOSE
565,490,74,80,80,16,False,0,0,3,5,LQ_CLOSE
339,120,30,45,45,5,True,0,0,2,1,LQ_CLOSE
408,408,58,157,157,11,False,0,0,0,2,LQ_EDIT
435,435,58,112,112,10,False,0,0,0,2,LQ_EDIT
638,638,47,88,88,8,False,0,0,0,2,LQ_EDIT
201,194,42,33,33,7,False,0,0,1,3,LQ_CLOSE
1294,1294,69,562,562,9,False,0,0,0,2,LQ_EDIT
2732,2732,41,899,899,8,False,0,0,0,3,LQ_EDIT
1251,363,16,188,188,3,True,0,0,3,1,LQ_CLOSE
1279,532,45,139,139,7,True,0,0,6,3,LQ_CLOSE
705,701,49,77,77,8,False,1,0,0,4,LQ_EDIT
308,308,35,83,83,4,False,0,0,0,3,LQ_EDIT
711,711,80,131,131,16,False,0,0,0,3,LQ_EDIT
629,623,62,38,38,12,False,0,0,0,1,LQ_EDIT
318,214,58,44,44,11,True,0,0,4,4,LQ_CLOSE
925,925,33,231,231,5,False,0,0,0,1,LQ_EDIT
328,328,54,71,71,10,False,0,0,0,2,LQ_EDIT
1835,422,133,278,278,21,True,0,0,4,4,HQ
932,932,50,170,170,5,False,0,0,0,2,LQ_EDIT
530,530,46,99,99,8,False,0,0,0,4,LQ_EDIT
1742,592,37,428,428,6,True,2,4,8,2,HQ
1122,888,43,129,129,8,True,0,0,5,3,HQ
615,537,48,71,71,9,True,1,0,3,2,HQ
1029,960,72,150,150,12,False,0,0,5,3,HQ
854,481,54,136,136,8,True,1,0,3,4,HQ
2365,1051,47,265,265,7,True,1,0,4,2,HQ
335,87,28,32,32,5,True,0,0,1,2,LQ_CLOSE
1361,1352,46,242,242,6,False,0,1,0,4,LQ_EDIT
2286,288,34,493,493,9,True,0,0,5,2,LQ_CLOSE
411,56,108,19,19,21,True,0,0,1,1,LQ_CLOSE
1362,408,30,176,176,6,True,0,0,3,3,HQ
735,546,38,87,87,7,True,1,0,2,3,HQ
146,132,56,24,24,8,False,0,0,2,2,HQ
247,236,45,34,34,8,False,1,0,1,2,HQ
728,728,53,54,54,8,False,0,0,0,2,LQ_EDIT
277,231,35,36,36,6,True,0,0,1,3,HQ
648,530,53,86,86,7,True,0,0,2,3,HQ
371,204,36,62,62,5,True,0,0,3,1,LQ_CLOSE
330,330,49,42,42,10,False,0,0,0,1,LQ_EDIT
508,487,33,86,86,4,False,0,0,3,5,HQ
708,369,44,90,90,7,True,0,0,4,2,HQ
482,416,63,69,69,12,True,0,0,2,2,HQ
926,833,61,126,126,8,True,0,0,4,4,HQ
1996,1996,89,568,568,14,False,0,0,0,4,LQ_EDIT
1024,449,55,285,285,11,True,0,0,1,3,LQ_CLOSE
1017,588,85,221,221,16,True,2,0,4,3,HQ
784,732,28,89,89,5,True,0,0,2,3,HQ
1756,313,28,576,576,5,True,1,0,3,4,LQ_CLOSE
409,398,45,62,62,8,False,1,0,1,4,HQ
644,359,94,90,90,13,True,0,0,6,2,HQ
744,474,49,83,83,8,True,1,0,3,2,LQ_CLOSE
439,104,25,115,115,5,True,0,0,2,2,LQ_CLOSE
342,342,106,68,68,20,False,0,0,0,2,LQ_EDIT
1636,836,50,200,200,7,True,0,0,6,3,HQ
377,370,35,67,67,7,False,0,0,1,3,LQ_CLOSE
1062,558,72,183,183,12,True,0,0,3,2,HQ
306,306,62,71,71,11,False,0,0,0,2,LQ_EDIT
1214,453,51,167,167,9,True,0,0,3,4,HQ
8207,462,32,2035,2035,4,True,0,0,5,3,HQ
201,201,33,38,38,4,False,0,0,0,2,LQ_EDIT
283,283,92,51,51,14,False,0,0,0,3,LQ_EDIT
1813,719,53,252,252,8,True,0,0,6,4,HQ
266,189,29,46,46,5,True,0,0,3,3,LQ_CLOSE
1017,791,57,124,124,9,True,0,0,8,3,HQ
2173,1076,60,249,249,8,True,2,0,14,4,HQ
324,103,46,35,35,10,True,0,0,1,4,LQ_CLOSE
1422,129,28,108,108,4,True,0,0,3,3,HQ
533,110,42,48,48,7,True,0,0,3,3,LQ_CLOSE
369,310,53,30,30,9,False,0,0,2,2,HQ
1010,760,47,139,139,9,True,1,0,5,5,HQ
1549,375,25,109,109,4,True,0,0,3,3,HQ
697,657,89,104,104,12,True,0,0,2,4,HQ
781,366,51,89,89,9,True,0,0,4,2,LQ_CLOSE
177,177,42,19,19,9,False,0,0,0,2,LQ_EDIT
428,388,79,66,66,11,True,0,0,2,4,HQ
1218,1092,62,177,177,13,True,0,0,5,3,HQ
309,289,47,59,59,11,True,0,0,1,2,LQ_CLOSE
360,360,76,78,78,14,False,0,0,0,4,LQ_EDIT
2448,2448,30,436,436,4,False,0,0,0,1,LQ_EDIT
1238,795,28,251,251,5,True,1,1,2,2,HQ
2478,317,65,711,711,11,True,0,0,1,5,LQ_CLOSE
1270,842,63,154,154,11,True,0,0,9,3,HQ
530,530,60,94,94,13,False,0,0,0,3,LQ_EDIT
179,158,29,35,35,6,False,0,0,3,3,LQ_CLOSE
1449,659,77,155,155,13,True,1,0,4,3,HQ
310,144,58,43,43,12,True,0,0,2,3,LQ_CLOSE
735,690,83,138,138,21,True,0,0,2,3,LQ_CLOSE
774,728,46,118,118,8,False,1,0,6,4,HQ
157,150,39,28,28,8,False,0,0,1,2,LQ_CLOSE
1551,1090,46,190,190,6,True,2,0,7,3,HQ
503,434,62,81,81,10,True,0,0,3,3,HQ
